Id;AccountId;salesforce_id;empresa_id;Id_account;Name;NIPC__c;Phone;Email__c;Segment__c;CAE__c;OwnerId;Gestor_de_Servicos__c;Aux_Nome_Concelho__c;Aux_Concelho__c;County__c;Concelho__c;Distrito__c;District__c;Address__c;Postal_Code__c;LastModifiedDate;nome_empresa;cae_id;cae
02i0X00000LZ3asQAD;001b0000006CYXzAAO;02i0X00000LZ3asQAD;001b0000006CYXzAAO;001b0000006CYXzAAO;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;501697276;919440019;lagos.compras@vilagale.com;DIAMOND;a07Qv00000td2ryIAA;005b0000000ZEpfAAG;005b0000000ZwTDAA0;Oeiras;1110;Lisboa;a0Qb0000006QCdkEAG;a0Mb000000EQWeUEAX;11;Edifício Vila Galé - Alameda Bonifácio Lázaro Lozano;a0Ab0000004cK9aEAE;2026-08-01T01:09:07.000+0000;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;a07Qv00000td2ryIAA;55101
02i0X00000LZ3atQAD;001b0000006CYS1AAO;02i0X00000LZ3atQAD;001b0000006CYS1AAO;001b0000006CYS1AAO;Grupo Pestana Pousadas, SA;506619508;265613070;escritorio.djoao@pestana.com;DIAMOND;a07Qv00000td2s1IAA;0053X00000EVBepQAH;005b0000005zsTaAAI;Lisboa;1106;Lisboa;a0Qb0000006QCdgEAG;a0Mb000000EQWeUEAX;11;Rua Jau;a0Ab0000004cHAxEAM;2026-08-01T01:09:07.000+0000;Grupo Pestana Pousadas, SA;a07Qv00000td2s1IAA;55103
02i0X00000LZ3auQAD;001b0000006CYS1AAO;02i0X00000LZ3auQAD;001b0000006CYS1AAO;001b0000006CYS1AAO;Grupo Pestana Pousadas, SA;506619508;265613070;escritorio.djoao@pestana.com;DIAMOND;a07Qv00000td2s1IAA;0053X00000EVBepQAH;005b0000005zsTaAAI;Lisboa;1106;Lisboa;a0Qb0000006QCdgEAG;a0Mb000000EQWeUEAX;11;Rua Jau;a0Ab0000004cHAxEAM;2026-08-01T01:09:07.000+0000;Grupo Pestana Pousadas, SA;a07Qv00000td2s1IAA;55103
02i0X00000LZ3avQAD;001b0000006CjQKAA0;02i0X00000LZ3avQAD;001b0000006CjQKAA0;001b0000006CjQKAA0;PETROCONDE - COMBUSTÍVEIS, LDA;508359333;961409131;pa.petrorotunda@gmail.com;DIAMOND;a07b0000004ZHpkAAG;0050X000009M2UMQA0;005b00000055ki0AAA;Montijo;1507;Montijo;a0Qb0000006QCZMEA4;a0Mb000000EQWeYEAX;15;Estrada Nacional 11, nº 44, Lançada;a0Ab0000004cYo9EAE;2026-08-01T14:31:00.000+0000;PETROCONDE - COMBUSTÍVEIS, LDA;a07b0000004ZHpkAAG;47300
02i0X00000LZ3awQAD;0013X00002f7oSgQAI;02i0X00000LZ3awQAD;0013X00002f7oSgQAI;0013X00002f7oSgQAI;JMJ ABAST DE COMBUSTIVEIS LDA;501443720;964025628;bp.vianorte@gmail.com;DIAMOND;a07b0000004ZHpkAAG;0050X000009M2UMQA0;0053X00000CSwx2QAD;Matosinhos;1308;;a0Qb0000006QCeDEAW;a0Mb000000EQWeWEAX;;SAO MAMEDE DE INFESTA;a0Ab0000004clUMEAY;2026-08-01T14:57:53.000+0000;JMJ ABAST DE COMBUSTIVEIS LDA;a07b0000004ZHpkAAG;47300
02i0X00000LZ3axQAD;001b0000006CQ1EAAW;02i0X00000LZ3axQAD;001b0000006CQ1EAAW;001b0000006CQ1EAAW;EDP COMERCIAL - COMERCIALIZAÇÃO DE ENERGIA, SA;503504564;808505808;ana.mestre@edp.com;DIAMOND;a07Qv00000td2qUIAQ;005b0000000aGHfAAM;0057S000000ZbP9QAK;Lisboa;1106;Lisboa;a0Qb0000006QCdgEAG;a0Mb000000EQWeUEAX;11;Av.ª 24 de Julho;a0A0X00001oeFOpUAM;2026-08-02T01:00:24.000+0000;EDP COMERCIAL - COMERCIALIZAÇÃO DE ENERGIA, SA;a07Qv00000td2qUIAQ;35151
02i0X00000LZ3ayQAD;001b0000006CQ1EAAW;02i0X00000LZ3ayQAD;001b0000006CQ1EAAW;001b0000006CQ1EAAW;EDP COMERCIAL - COMERCIALIZAÇÃO DE ENERGIA, SA;503504564;808505808;ana.mestre@edp.com;DIAMOND;a07Qv00000td2qUIAQ;005b0000000aGHfAAM;0057S000000ZbP9QAK;Lisboa;1106;Lisboa;a0Qb0000006QCdgEAG;a0Mb000000EQWeUEAX;11;Av.ª 24 de Julho;a0A0X00001oeFOpUAM;2026-08-02T01:00:24.000+0000;EDP COMERCIAL - COMERCIALIZAÇÃO DE ENERGIA, SA;a07Qv00000td2qUIAQ;35151
02i0X00000LZ3azQAD;001b0000006CQCjAAO;02i0X00000LZ3azQAD;001b0000006CQCjAAO;001b0000006CQCjAAO;Salvor -Soc. Inv. Hoteleiros, SA;500239169;960000000;joao.raposo@pestana.com;DIAMOND;a07Qv00000td2ryIAA;0053X00000EVBepQAH;005b0000005zsTaAAI;Lisboa;1106;Lisboa;a0Qb0000006QCdgEAG;a0Mb000000EQWeUEAX;11;RUA JAU, 54, , ,LISBOA;a0Ab0000004cHAxEAM;2026-08-01T01:06:33.000+0000;Salvor -Soc. Inv. Hoteleiros, SA;a07Qv00000td2ryIAA;55101
02i0X00000LZ3b0QAD;001b0000006CQCjAAO;02i0X00000LZ3b0QAD;001b0000006CQCjAAO;001b0000006CQCjAAO;Salvor -Soc. Inv. Hoteleiros, SA;500239169;960000000;joao.raposo@pestana.com;DIAMOND;a07Qv00000td2ryIAA;0053X00000EVBepQAH;005b0000005zsTaAAI;Lisboa;1106;Lisboa;a0Qb0000006QCdgEAG;a0Mb000000EQWeUEAX;11;RUA JAU, 54, , ,LISBOA;a0Ab0000004cHAxEAM;2026-08-01T01:06:33.000+0000;Salvor -Soc. Inv. Hoteleiros, SA;a07Qv00000td2ryIAA;55101
02i0X00000LZ3b1QAD;001b0000006CQCjAAO;02i0X00000LZ3b1QAD;001b0000006CQCjAAO;001b0000006CQCjAAO;Salvor -Soc. Inv. Hoteleiros, SA;500239169;960000000;joao.raposo@pestana.com;DIAMOND;a07Qv00000td2ryIAA;0053X00000EVBepQAH;005b0000005zsTaAAI;Lisboa;1106;Lisboa;a0Qb0000006QCdgEAG;a0Mb000000EQWeUEAX;11;RUA JAU, 54, , ,LISBOA;a0Ab0000004cHAxEAM;2026-08-01T01:06:33.000+0000;Salvor -Soc. Inv. Hoteleiros, SA;a07Qv00000td2ryIAA;55101
02i0X00000LZ3b2QAD;001b0000006CQCjAAO;02i0X00000LZ3b2QAD;001b0000006CQCjAAO;001b0000006CQCjAAO;Salvor -Soc. Inv. Hoteleiros, SA;500239169;960000000;joao.raposo@pestana.com;DIAMOND;a07Qv00000td2ryIAA;0053X00000EVBepQAH;005b0000005zsTaAAI;Lisboa;1106;Lisboa;a0Qb0000006QCdgEAG;a0Mb000000EQWeUEAX;11;RUA JAU, 54, , ,LISBOA;a0Ab0000004cHAxEAM;2026-08-01T01:06:33.000+0000;Salvor -Soc. Inv. Hoteleiros, SA;a07Qv00000td2ryIAA;55101
02i0X00000LZ3b3QAD;001b0000006CQ1EAAW;02i0X00000LZ3b3QAD;001b0000006CQ1EAAW;001b0000006CQ1EAAW;EDP COMERCIAL - COMERCIALIZAÇÃO DE ENERGIA, SA;503504564;808505808;ana.mestre@edp.com;DIAMOND;a07Qv00000td2qUIAQ;005b0000000aGHfAAM;0057S000000ZbP9QAK;Lisboa;1106;Lisboa;a0Qb0000006QCdgEAG;a0Mb000000EQWeUEAX;11;Av.ª 24 de Julho;a0A0X00001oeFOpUAM;2026-08-02T01:00:24.000+0000;EDP COMERCIAL - COMERCIALIZAÇÃO DE ENERGIA, SA;a07Qv00000td2qUIAQ;35151
02i0X00000LZ3b4QAD;001b0000006CYS1AAO;02i0X00000LZ3b4QAD;001b0000006CYS1AAO;001b0000006CYS1AAO;Grupo Pestana Pousadas, SA;506619508;265613070;escritorio.djoao@pestana.com;DIAMOND;a07Qv00000td2s1IAA;0053X00000EVBepQAH;005b0000005zsTaAAI;Lisboa;1106;Lisboa;a0Qb0000006QCdgEAG;a0Mb000000EQWeUEAX;11;Rua Jau;a0Ab0000004cHAxEAM;2026-08-01T01:09:07.000+0000;Grupo Pestana Pousadas, SA;a07Qv00000td2s1IAA;55103
02i0X00000LZ3b5QAD;001b0000006CYS1AAO;02i0X00000LZ3b5QAD;001b0000006CYS1AAO;001b0000006CYS1AAO;Grupo Pestana Pousadas, SA;506619508;265613070;escritorio.djoao@pestana.com;DIAMOND;a07Qv00000td2s1IAA;0053X00000EVBepQAH;005b0000005zsTaAAI;Lisboa;1106;Lisboa;a0Qb0000006QCdgEAG;a0Mb000000EQWeUEAX;11;Rua Jau;a0Ab0000004cHAxEAM;2026-08-01T01:09:07.000+0000;Grupo Pestana Pousadas, SA;a07Qv00000td2s1IAA;55103
02i0X00000LZA5xQAH;001b0000006CjzeAAC;02i0X00000LZA5xQAH;001b0000006CjzeAAC;001b0000006CjzeAAC;NAVIGATOR PULP FIGUEIRA, S.A.;509377092;233900304;marina.teixeira@thenavigatorcompany.com;DIAMOND;a07b0000004ZHrxAAG;0050X000007cZ4AQAU;005b0000005zsTaAAI;Figueira da Foz;0605;Figueira da Foz;a0Qb0000006QCcQEAW;a0Mb000000EQWePEAX;06;Polo Industrial da Soporcel - Lavos;a0Ab0000004c80hEAA;2026-07-28T22:08:54.000+0000;NAVIGATOR PULP FIGUEIRA, S.A.;a07b0000004ZHrxAAG;17110
02i0X00000LZA5yQAH;001b000000UkSFRAA3;02i0X00000LZA5yQAH;001b000000UkSFRAA3;001b000000UkSFRAA3;Navigator Pulp Aveiro, S.A;508933471;234910600;frederico.pisco@thenavigatorcompany.com;DIAMOND;a07b0000004ZHrxAAG;0050X000007cZ4AQAU;005b0000005zsTaAAI;Setúbal;1512;;a0Qb0000006QCZREA4;a0Mb000000EQWeYEAX;15;Peninsula da Mitrena;a0Ab0000004ca6rEAA;2026-07-22T01:02:06.000+0000;Navigator Pulp Aveiro, S.A;a07b0000004ZHrxAAG;17110
02i0X00000LZD8tQAH;001b0000006CVbzAAG;02i0X00000LZD8tQAH;001b0000006CVbzAAG;001b0000006CVbzAAG;Lusotel indústria Hoteleira SA;500376050;289100980;silvia.pais@hoteldonafilipa.pt;PLATINUM;a07Qv00000td2ryIAA;0050X00000AGVprQAH;005b0000005zsTaAAI;Loulé;0808;Loule;a0Qb0000006QCcyEAG;a0Mb000000EQWeREAX;08;ESTRADA Vale de Lobo;a0Ab0000004cjA5EAI;2026-07-29T16:19:57.000+0000;Lusotel indústria Hoteleira SA;a07Qv00000td2ryIAA;55101
02i0X00000LZD9GQAX;0010X00004DObagQAD;02i0X00000LZD9GQAX;0010X00004DObagQAD;0010X00004DObagQAD;ROCLAYER Packaging Compounds, SA;514300876;917174578;info@roclayer.com;GOLD;a07b0000004ZHosAAG;005Qv00000QPiZxIAL;005b0000005zsTaAAI;Vila Velha de Rodão;0511;;a0Qb0000006QCcLEAW;a0Mb000000EQWeOEAX;;RUA DE SANTANA, 830, , ,VILA VELHA DE RODãO;a0Ab0000004c6plEAA;2026-07-11T01:00:55.000+0000;ROCLAYER Packaging Compounds, SA;a07b0000004ZHosAAG;18120
02i0X00000LZD9UQAX;001b0000006CRmWAAW;02i0X00000LZD9UQAX;001b0000006CRmWAAW;001b0000006CRmWAAW;Sociedade Turistica da Penina SA;500269270;282420200;penina-invoicing@jjwhotels.com;PLATINUM;a07Qv00000td2ryIAA;0050X00000AGVprQAH;005b0000005zsTaAAI;Portimão;0811;Portimao;a0Qb0000006QCd1EAG;a0Mb000000EQWeREAX;08;TAPADA PENINA, LT;a0Ab0000004cB7tEAE;2026-07-29T08:31:30.000+0000;Sociedade Turistica da Penina SA;a07Qv00000td2ryIAA;55101
02i0X00000LZQLKQA5;001b0000006CSC3AAO;02i0X00000LZQLKQA5;001b0000006CSC3AAO;001b0000006CSC3AAO;MUNICIPIO CASCAIS;505187531;214815000;vania.vitorino@cm-cascais.pt;ESTADO;a07b0000004ZHo5AAG;0050X000009M2UMQA0;005b0000005zsTaAAI;Cascais;1105;Cascais;a0Qb0000006QCdfEAG;a0Mb000000EQWeUEAX;11;Praça 5 Outubro, 9;a0Ab0000004cFzIEAU;2026-07-29T16:19:46.000+0000;MUNICIPIO CASCAIS;a07b0000004ZHo5AAG;84113
02i0X00000LZQLLQA5;001b0000006CQ1EAAW;02i0X00000LZQLLQA5;001b0000006CQ1EAAW;001b0000006CQ1EAAW;EDP COMERCIAL - COMERCIALIZAÇÃO DE ENERGIA, SA;503504564;808505808;ana.mestre@edp.com;DIAMOND;a07Qv00000td2qUIAQ;005b0000000aGHfAAM;0057S000000ZbP9QAK;Lisboa;1106;Lisboa;a0Qb0000006QCdgEAG;a0Mb000000EQWeUEAX;11;Av.ª 24 de Julho;a0A0X00001oeFOpUAM;2026-08-02T01:00:24.000+0000;EDP COMERCIAL - COMERCIALIZAÇÃO DE ENERGIA, SA;a07Qv00000td2qUIAQ;35151
02i0X00000LZQLMQA5;001b0000006CQ1EAAW;02i0X00000LZQLMQA5;001b0000006CQ1EAAW;001b0000006CQ1EAAW;EDP COMERCIAL - COMERCIALIZAÇÃO DE ENERGIA, SA;503504564;808505808;ana.mestre@edp.com;DIAMOND;a07Qv00000td2qUIAQ;005b0000000aGHfAAM;0057S000000ZbP9QAK;Lisboa;1106;Lisboa;a0Qb0000006QCdgEAG;a0Mb000000EQWeUEAX;11;Av.ª 24 de Julho;a0A0X00001oeFOpUAM;2026-08-02T01:00:24.000+0000;EDP COMERCIAL - COMERCIALIZAÇÃO DE ENERGIA, SA;a07Qv00000td2qUIAQ;35151
02i0X00000LZR3dQAH;001b0000006CW9vAAG;02i0X00000LZR3dQAH;001b0000006CW9vAAG;001b0000006CW9vAAG;Pedago - Sociedade de Empreendimentos Pedagogicos, Lda;500213623;933535852;pedago@pedago.pt;GOLD;a07Qv00000td2O4IAI;0057S000003ydKGQAY;005Qv00000BK4sLIAT;Odivelas;1116;Odivelas;a0Qb0000006QCdqEAG;a0Mb000000EQWeUEAX;11;RUA MARQUESA D'ALORNA, 12, RAMADA, 2620-271 ODIVELAS;a0Ab0000004cMvHEAU;2026-08-03T00:01:29.000+0000;Pedago - Sociedade de Empreendimentos Pedagogicos, Lda;a07Qv00000td2O4IAI;85400
02i0X00000LZTUHQA5;001b000003lPiMgAAK;02i0X00000LZTUHQA5;001b000003lPiMgAAK;001b000003lPiMgAAK;Navigator Tissue Ródão, SA.;509074715;272549020;marina.teixeira@thenavigatorcompany.com;DIAMOND;a07b0000004ZHtCAAW;0050X000007cZ4AQAU;005b0000005zsTaAAI;;;;;a0Mb000000EQWeOEAX;05;Estrada Nacional 241, Zona Industrial;a0Ab0000004c6psEAA;2026-08-01T15:57:29.000+0000;Navigator Tissue Ródão, SA.;a07b0000004ZHtCAAW;17220
02i0X00000LZTUIQA5;001b0000006CUYLAA4;02i0X00000LZTUIQA5;001b0000006CUYLAA4;001b0000006CUYLAA4;RAIZ-INST DE INVEST DA FLORESTA E PAPEL;503536890;234920130;marina.teixeira@thenavigatorcompany.com;DIAMOND;a07Qv00000td2NXIAY;0050X000007cZ4AQAU;005b0000005zsTcAAI;Aveiro;0105;Aveiro;a0Qb0000006QCbIEAW;a0Mb000000EQWeKEAX;01;Qta  De Sao Francisco;a0Ab0000004ch7LEAQ;2026-07-29T14:59:33.000+0000;RAIZ-INST DE INVEST DA FLORESTA E PAPEL;a07Qv00000td2NXIAY;72102
02i0X00000LZTULQA5;001b0000006CZgAAAW;02i0X00000LZTULQA5;001b0000006CZgAAAW;001b0000006CZgAAAW;The Navigator Company, S.A.;503025798;233900304;marina.teixeira@thenavigatorcompany.com;DIAMOND;a07Qv00000td2rDIAQ;0050X000007cZ4AQAU;005b0000005zsTaAAI;Setúbal;1512;Setubal;a0Qb0000006QCZREA4;a0Mb000000EQWeYEAX;15;Peninsula da Mitrena;a0Ab0000004ca6rEAA;2026-08-03T03:00:36.000+0000;The Navigator Company, S.A.;a07Qv00000td2rDIAQ;46862
02i3X00000ZqGyxQAF;001b0000006CYXzAAO;02i3X00000ZqGyxQAF;001b0000006CYXzAAO;001b0000006CYXzAAO;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;501697276;919440019;lagos.compras@vilagale.com;DIAMOND;a07Qv00000td2ryIAA;005b0000000ZEpfAAG;005b0000000ZwTDAA0;Oeiras;1110;Lisboa;a0Qb0000006QCdkEAG;a0Mb000000EQWeUEAX;11;Edifício Vila Galé - Alameda Bonifácio Lázaro Lozano;a0Ab0000004cK9aEAE;2026-08-01T01:09:07.000+0000;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;a07Qv00000td2ryIAA;55101
02i3X00000ZqGyyQAF;001b0000006CYXzAAO;02i3X00000ZqGyyQAF;001b0000006CYXzAAO;001b0000006CYXzAAO;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;501697276;919440019;lagos.compras@vilagale.com;DIAMOND;a07Qv00000td2ryIAA;005b0000000ZEpfAAG;005b0000000ZwTDAA0;Oeiras;1110;Lisboa;a0Qb0000006QCdkEAG;a0Mb000000EQWeUEAX;11;Edifício Vila Galé - Alameda Bonifácio Lázaro Lozano;a0Ab0000004cK9aEAE;2026-08-01T01:09:07.000+0000;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;a07Qv00000td2ryIAA;55101
02i3X00000ZqGyzQAF;001b0000006CYXzAAO;02i3X00000ZqGyzQAF;001b0000006CYXzAAO;001b0000006CYXzAAO;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;501697276;919440019;lagos.compras@vilagale.com;DIAMOND;a07Qv00000td2ryIAA;005b0000000ZEpfAAG;005b0000000ZwTDAA0;Oeiras;1110;Lisboa;a0Qb0000006QCdkEAG;a0Mb000000EQWeUEAX;11;Edifício Vila Galé - Alameda Bonifácio Lázaro Lozano;a0Ab0000004cK9aEAE;2026-08-01T01:09:07.000+0000;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;a07Qv00000td2ryIAA;55101
02i3X00000ZqGz0QAF;001b0000006CYXzAAO;02i3X00000ZqGz0QAF;001b0000006CYXzAAO;001b0000006CYXzAAO;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;501697276;919440019;lagos.compras@vilagale.com;DIAMOND;a07Qv00000td2ryIAA;005b0000000ZEpfAAG;005b0000000ZwTDAA0;Oeiras;1110;Lisboa;a0Qb0000006QCdkEAG;a0Mb000000EQWeUEAX;11;Edifício Vila Galé - Alameda Bonifácio Lázaro Lozano;a0Ab0000004cK9aEAE;2026-08-01T01:09:07.000+0000;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;a07Qv00000td2ryIAA;55101
02i3X00000ZqGz1QAF;001b0000006CYXzAAO;02i3X00000ZqGz1QAF;001b0000006CYXzAAO;001b0000006CYXzAAO;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;501697276;919440019;lagos.compras@vilagale.com;DIAMOND;a07Qv00000td2ryIAA;005b0000000ZEpfAAG;005b0000000ZwTDAA0;Oeiras;1110;Lisboa;a0Qb0000006QCdkEAG;a0Mb000000EQWeUEAX;11;Edifício Vila Galé - Alameda Bonifácio Lázaro Lozano;a0Ab0000004cK9aEAE;2026-08-01T01:09:07.000+0000;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;a07Qv00000td2ryIAA;55101
02i3X00000ZqGz2QAF;001b0000006CYXzAAO;02i3X00000ZqGz2QAF;001b0000006CYXzAAO;001b0000006CYXzAAO;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;501697276;919440019;lagos.compras@vilagale.com;DIAMOND;a07Qv00000td2ryIAA;005b0000000ZEpfAAG;005b0000000ZwTDAA0;Oeiras;1110;Lisboa;a0Qb0000006QCdkEAG;a0Mb000000EQWeUEAX;11;Edifício Vila Galé - Alameda Bonifácio Lázaro Lozano;a0Ab0000004cK9aEAE;2026-08-01T01:09:07.000+0000;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;a07Qv00000td2ryIAA;55101
02i3X00000ZqGz3QAF;001b0000006CYXzAAO;02i3X00000ZqGz3QAF;001b0000006CYXzAAO;001b0000006CYXzAAO;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;501697276;919440019;lagos.compras@vilagale.com;DIAMOND;a07Qv00000td2ryIAA;005b0000000ZEpfAAG;005b0000000ZwTDAA0;Oeiras;1110;Lisboa;a0Qb0000006QCdkEAG;a0Mb000000EQWeUEAX;11;Edifício Vila Galé - Alameda Bonifácio Lázaro Lozano;a0Ab0000004cK9aEAE;2026-08-01T01:09:07.000+0000;VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA;a07Qv00000td2ryIAA;55101
